,Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location,Pickup_x,Pickup_y,Dropoff_x,Dropoff_y,start_edge,end_edge,id,depart,vClass,departLane,type,departSpeed
95,99d53e4b813bf1d63c85446de87e264c8eedb264,f621299fa67bd8263e781be39bd954acda79ca9c95884949a24a35f09eec2160377ccf61c4a510b49b3fa6e40de8259c40d6f34611ef283976cb3b8cf8985bc0,01/24/2019 11:15:00 AM,01/24/2019 11:30:00 AM,366,0.8,17031081401.0,17031081500.0,8.0,8.0,5.75,0.0,0.0,0.0,5.75,Cash,Sun Taxi,41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),13226.876501449384,11135.36641502101,12685.276812698052,10858.865207103081,461207921#0,56720835#3,taxi_39,170.973928929472,,best,veh_passenger,None
97,ac89ac018af3a5ca8fc64055256aec264cf33445,a8c6abe061e67444eae2aa2446e294a20e304ae3bf72a538710d5ddf462df8f4aeadc75d7230677f35b2a4895237ab65cd6c53c9822731e1f56c4e5c7e816f91,01/24/2019 07:00:00 PM,01/24/2019 07:15:00 PM,780,4.6,17031280100.0,17031830900.0,28.0,22.0,14.0,0.0,0.0,0.0,14.0,Cash,Taxi Affiliation Services,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.928619051,-87.685362024,POINT (-87.685362024 41.9286190509),11302.723054060945,10068.785636899062,7810.619338693214,14905.728845522739,145857394#0,24110381#0,taxi_40,176.17009823678288,,best,veh_passenger,None
99,1179a02cfeda48db508baf41748a78d4b7b36f40,5fcbc591653ef40e9c13064b3f546bbed4fabf421ed70e173111c53f0c144c91ddbc5da9562067e85aada81f948e314d393572b818600c4f671961408e73d414,01/25/2019 08:00:00 AM,01/25/2019 08:15:00 AM,600,1.3,17031280100.0,17031081900.0,28.0,8.0,7.5,2.0,0.0,0.0,10.0,Credit Card,Sun Taxi,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.897983898,-87.641491533,POINT (-87.6414915334 41.897983898),11302.723054060945,10068.785636899062,11422.513205146126,11476.227318868972,145857394#0,24088986#2,taxi_41,182.51124476271718,,best,veh_passenger,None
101,7db9ef9f79da7681135465f02d8d02a069d62267,1ed802e8138d030626cb7276ceadd721c743526af747acdebe53f5a582bdf6c7a467476fbf6f820918725ba3093faaef663fd9b91ddaaf0f881c1f1298aba3b0,01/25/2019 01:15:00 PM,01/25/2019 01:15:00 PM,306,0.76,17031280100.0,17031281900.0,28.0,28.0,5.5,2.0,0.0,0.0,8.0,Credit Card,Chicago Carriage Cab Corp,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),11302.723054060945,10068.785636899062,11310.927751319367,9397.533141246997,145857394#0,319345470#0,taxi_42,182.92366421561815,,best,veh_passenger,None
106,924ae9fb814c89f67a89140bb5629e5edb61ad0b,204038fd83bc1b9a8e79d7b886057c98f3fd4b1cf37dfd7c545e692e35c9634a0551946938d487fd1b2a993f02ae699bf116091ffada68d3e8d7ac430cb8f219,01/26/2019 03:15:00 PM,01/26/2019 03:15:00 PM,328,1.21,17031280100.0,17031833000.0,28.0,28.0,6.25,0.0,0.0,0.0,6.25,Cash,Chicago Carriage Cab Corp,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),11302.723054060945,10068.785636899062,10105.933551041875,10075.774430510588,145857394#0,-283273061#9,taxi_43,184.97474869648207,,best,veh_passenger,None
107,0a1f66e7360ecf49eb001fe0240be5bbf9de7aa8,897a8ed9fdbc582cd32ac9e567f18121bdf0a82f50bfc08e3c9f10a6ab1641cc64cd4b83f051a15eb3dad462c746f6eabaf9299c56c7779543ad5da34d4e7bb1,01/26/2019 06:30:00 PM,01/26/2019 06:45:00 PM,600,0.7,17031081500.0,17031081300.0,8.0,8.0,7.75,0.0,0.0,1.0,8.75,Cash,Globe Taxi,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935),12685.276812698052,10858.865207103081,13142.24239234865,11502.204498006962,56720835#3,-316912742,taxi_44,187.57924036890103,,best,veh_passenger,None
110,c6ebaf4f8dc2f0648d8cdd3b8a7fbb6c0fdb3c39,2a6d1d66cf8850e99383f47c2cbc1bfe6e6e3f4536236d43f6ddf80ee1a05687935a98e15090c15a8e6561e4c4da48818be19fa659f4c606b1118587ddd5be23,01/27/2019 03:00:00 AM,01/27/2019 03:00:00 AM,266,1.11,17031243500.0,17031081000.0,24.0,8.0,6.0,0.0,0.0,1.5,7.5,Cash,Nova Taxi Affiliation Llc,41.892658108,-87.652534484,POINT (-87.6525344838 41.8926581076),41.900265687,-87.63210922,POINT (-87.6321092196 41.9002656868),10501.999334765249,10891.82571792975,12202.645804296539,11723.792301077396,56716746,253710123#12,taxi_45,188.29736816121368,,best,veh_passenger,None
111,af8a9f37837626f9e6753633ab6c584e0b5db984,64375e2b26ec87f4da6e0c3b8887d949b8e91e9072a428b4433b3dd18722c50feb3be4456f9ce897346c8ed7c7ae7c72e6646ce3b6af81f9d49490d8e4f4d855,01/27/2019 01:30:00 PM,01/27/2019 01:45:00 PM,360,1.5,17031280100.0,17031081403.0,28.0,8.0,7.25,0.0,0.0,0.0,7.25,Cash,Taxi Affiliation Services,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),11302.723054060945,10068.785636899062,13293.45768353925,10678.380976659246,145857394#0,220306134#2,taxi_46,190.39248613846294,,best,veh_passenger,None
115,19284e40bba765496914c3797524d172d29aafba,a9b719c8e0e965890277235a5682b4f91140facfcba429a98c2c8aa18181df7493e5ccb2771952073459e327ff342c3542b6164e8c78d27635824526fb9c6830,01/28/2019 12:00:00 PM,01/28/2019 12:00:00 PM,600,1.5,17031081800.0,17031833000.0,8.0,28.0,8.0,2.0,0.0,0.0,10.5,Credit Card,Sun Taxi,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),11721.124692709534,10944.643321189098,10105.933551041875,10075.774430510588,23891801#0,-283273061#9,taxi_47,191.3014990031505,,best,veh_passenger,None
116,12684f377b9c389f0691dc3fa8adf27b7076e28f,bdd4f123ca6024796d886be81c3d6d00a561aa3ee76b7f89ae963a3e36d4347f9aab68179de6f86d17d9221a25bb1667aa8ae8546d10912a95b2b2acc25e4e1f,01/28/2019 09:00:00 PM,01/28/2019 09:15:00 PM,480,0.0,17031839100.0,17031080300.0,32.0,8.0,7.25,2.0,0.0,0.0,9.25,Credit Card,Blue Ribbon Taxi Association Inc.,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.90749193,-87.63576009,POINT (-87.6357600901 41.9074919303),12134.00798140082,9584.547444195487,11905.761833240103,12528.343465114012,134319745#0,165439078#5,taxi_48,193.80326143114132,,best,veh_passenger,None
123,373ce6905fc5f8b85beeea96de00a93c755f7428,9f1c2e25f58f9c322242463d690275a577361ecbed5f0619f7ed3b802abb400959ac9adeeeacddebdb57b96cded7d8402d535f9efe6b042226ace0e72e063ce8,02/01/2019 08:45:00 AM,02/01/2019 08:45:00 AM,360,0.0,17031081800.0,17031320100.0,8.0,32.0,6.5,0.98,0.0,0.0,7.48,Credit Card,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),11721.124692709534,10944.643321189098,13112.436993356852,10020.725180737674,23891801#0,633946076,taxi_49,199.5244214295209,,best,veh_passenger,None
126,4c226f7a068f58fd1f54254a85c715859c67eaad,f97c9b9079eec8ac010758ed93ef10c136adc802aec59d0c52901c4d6cccf30df2e7a396f4e4834ec188e80e90a7e65e5500e4b7287141c275f74a332fad7859,02/01/2019 07:15:00 PM,02/01/2019 07:30:00 PM,642,2.3,17031839100.0,17031330100.0,32.0,33.0,9.5,3.0,0.0,0.0,13.0,Credit Card,Leonard Cab Co,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.859349715,-87.617358006,POINT (-87.6173580061 41.859349715),12134.00798140082,9584.547444195487,13393.542399950791,7172.094790545292,134319745#0,316907585,taxi_50,202.80791104025167,,best,veh_passenger,None
127,c18e92e0fef2bb817be3ab15eb9382e41ac5f2ae,ba0951d06c2db8c1623eaee9b2a34434c045baae41d5c74cbbeec27c06e9da6dd367368d2644622ae60899cc5abdefbec563ab7007b13221b298c1132e60e0ac,02/02/2019 10:00:00 AM,02/02/2019 10:15:00 AM,737,2.14,17031320100.0,17031839100.0,32.0,32.0,9.75,0.0,0.0,1.5,11.25,Cash,Chicago Carriage Cab Corp,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),13112.436993356852,10020.725180737674,12134.00798140082,9584.547444195487,583081972,134319745#0,taxi_51,206.13953974430362,,best,veh_passenger,None
129,747d665cefeaaecbf94dde144ecf67bfde5a7cee,477e2191cd2213e2db9413d810936b2f24a73c8e5270594c724f811dbe4cfea5b58519d789ac8fb30d3ac6ee375721019e2e793a889be528f59327e0cc32ea94,02/03/2019 11:00:00 AM,02/03/2019 11:00:00 AM,420,1.0,17031081800.0,17031320100.0,8.0,32.0,6.25,2.0,0.0,0.0,8.25,Credit Card,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),11721.124692709534,10944.643321189098,13112.436993356852,10020.725180737674,23891801#0,633946076,taxi_52,208.02510302124702,,best,veh_passenger,None
131,1d93e1942fc1300dd087032edb130695251a571f,26edb3e8696634e7487211836362c9a979d32c0aad09e42f14d3e3733b63e694e6a7e791d5b4c49600ccaedbeeaec4009fd8ecbdb1fcb76f87bf6410a8e9a471,02/04/2019 10:45:00 AM,02/04/2019 10:45:00 AM,559,1.38,17031839100.0,17031841900.0,32.0,28.0,7.5,1.0,0.0,0.0,9.0,Credit Card,Blue Diamond,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.867902418,-87.642958665,POINT (-87.6429586652 41.8679024175),12134.00798140082,9584.547444195487,11275.79156227666,8137.271132180467,134319745#0,253737720#0,taxi_53,210.42790341968904,,best,veh_passenger,None
133,bf07417249b08eeec45e87fe23b42417f564cc07,696d12389509033f7aefa50e8fe9c149780ce6dcadfcf1010971670699911b58642ef014a50ba5f5cd8918eebbc5494e7f2a9a07d01bdc0f13984dbf4f89d18f,02/04/2019 02:30:00 PM,02/04/2019 02:45:00 PM,221,0.7,17031320100.0,17031839100.0,32.0,32.0,4.75,0.0,0.0,0.0,4.75,Cash,Medallion Leasin,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),13112.436993356852,10020.725180737674,12134.00798140082,9584.547444195487,583081972,134319745#0,taxi_54,218.85779470910148,,best,veh_passenger,None
134,b3aa305a7c6bcc5c571426d26819b3f052c1df36,cc5330b266a2b3e042e5bc50b1dadb4f4e03db62f8cbd1010e986946aae90f1fa60344c044657706c127b1111e0cc2d7273caa006e37c9d39aa150a34ce3b049,02/04/2019 02:45:00 PM,02/04/2019 02:45:00 PM,120,0.4,17031839100.0,17031081600.0,32.0,8.0,4.25,0.0,0.0,0.0,4.25,Cash,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.892072635,-87.628874157,POINT (-87.6288741572 41.8920726347),12134.00798140082,9584.547444195487,12464.318153216795,10812.165493657812,134319745#0,965387812#7,taxi_55,224.69011317632084,,best,veh_passenger,None
135,6be5a4de512cf035ed2c2ecc83b992032ea0c693,8f19a458e8774fb78d80233ea8a9e74f797282eb5869d96d88e55f15f319dfbfe42d5d55cf8d8c407fb09c87552de02779ba908c9cfff8f58a2fff5056a1d5bb,02/05/2019 07:45:00 AM,02/05/2019 07:45:00 AM,393,1.21,17031839100.0,17031320100.0,32.0,32.0,6.75,0.0,0.0,0.0,6.75,Cash,Flash Cab,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),12134.00798140082,9584.547444195487,13112.436993356852,10020.725180737674,134319745#0,633946076,taxi_56,230.17229222732374,,best,veh_passenger,None
137,9a8f06eedd6e08c78d25cc705ba0986c4bc9aced,7ccdd31cb639a6b99145aa426c34b9c98cb3634d8ecc2f2effebae47584347f163cecf4758e627290ba6ec4a9bd4953befc032f797b1c28e031756dbecb5d1bd,02/06/2019 09:45:00 AM,02/06/2019 09:45:00 AM,360,0.9,17031320100.0,17031839100.0,32.0,32.0,6.25,0.0,0.0,0.0,6.25,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),13112.436993356852,10020.725180737674,12134.00798140082,9584.547444195487,583081972,134319745#0,taxi_57,231.7125400611066,,best,veh_passenger,None
138,7a80c7a5b5c8c932f20e97478f09cf68571c7a94,429921ecfc56b164a2f4edc3531f415194394704ab4aa1a58a7565c823581c6b57aedac107ed3a041237b95e350a2ab00ccf33a5344022e508ac689d30f2133f,02/06/2019 12:15:00 PM,02/06/2019 12:15:00 PM,180,0.5,17031839100.0,17031320400.0,32.0,32.0,4.75,1.0,0.0,0.0,5.75,Credit Card,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234),12134.00798140082,9584.547444195487,13025.133774957969,9179.60784426704,134319745#0,33116710#0,taxi_58,238.27468124265974,,best,veh_passenger,None
139,f7eb0e16c790a30bef8ab46ccbc97ce8a1bed207,a71f76acdb5dc6915ce2c480dffb2802c0c4c813bc0fc63c0b21015cdbea066e0b2ca86014cf95feb1fdb8a861ee43edc8a1b4c1ae848d04a3abe0e1b9aa8181,02/06/2019 01:00:00 PM,02/06/2019 01:15:00 PM,480,0.0,17031081401.0,17031081500.0,8.0,8.0,6.25,3.0,0.0,0.0,9.25,Credit Card,Blue Ribbon Taxi Association Inc.,41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),13226.876501449384,11135.36641502101,12685.276812698052,10858.865207103081,461207921#0,56720835#3,taxi_59,239.7453036865171,,best,veh_passenger,None
140,867bad5b0c02fd64f5cadf6f9b0e1d9fcbb5bba6,01910e6c9e129a9a70ae56522b0267b1bcc7a03a93c74cabc1917d63c5577ba1ccf891cbba2c75a93a7bc11ea64e6d395424c7f96569f3ae5ab00ffc3ff5f7ac,02/06/2019 01:30:00 PM,02/06/2019 01:45:00 PM,600,0.0,17031839100.0,17031081401.0,32.0,8.0,8.0,2.0,0.0,0.0,10.0,Credit Card,Blue Ribbon Taxi Association Inc.,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),12134.00798140082,9584.547444195487,13226.876501449384,11135.36641502101,134319745#0,461207921#0,taxi_60,243.16040266233594,,best,veh_passenger,None
141,2b48edd2c3ed61d7e5e2358985d7201aa44057cb,8a7a9d350d752cd6d0d4d8581a0525d3a6e34c8aeb868dbe83b20840b12a68084bc6ba1818b1bccb5b77b1f49252fc1c4ef5ef1f3dd02b5bd83e1742ae004864,02/06/2019 06:30:00 PM,02/06/2019 07:00:00 PM,1320,1.3,17031081500.0,17031839100.0,8.0,32.0,13.5,0.0,0.0,0.0,13.5,Cash,Star North Management LLC,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),12685.276812698052,10858.865207103081,12134.00798140082,9584.547444195487,56720835#3,134319745#0,taxi_61,252.0661128180653,,best,veh_passenger,None
144,016ce7dc8d9cc7d874a999dbdfbc6a6f1a6b807c,1ed802e8138d030626cb7276ceadd721c743526af747acdebe53f5a582bdf6c7a467476fbf6f820918725ba3093faaef663fd9b91ddaaf0f881c1f1298aba3b0,02/07/2019 02:15:00 PM,02/07/2019 02:30:00 PM,323,0.7,17031081700.0,17031320100.0,8.0,32.0,5.75,0.0,0.0,0.0,5.75,Cash,Chicago Carriage Cab Corp,41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),12216.266053279163,10810.601439353079,13112.436993356852,10020.725180737674,965387812#0,633946076,taxi_62,257.8261106567521,,best,veh_passenger,None
145,667f80a620c33f2ef7bbe6916924bb4ea7f6c779,f81c929ea7d9107e6de8bd7ee335f42563b3413e967e98288480648a66455138dcdcde8b46b353ca4d6c287be49cd3087636ba13de6b7db6db3854c2ac8a157f,02/07/2019 04:30:00 PM,02/07/2019 04:45:00 PM,580,1.4,17031081800.0,17031080202.0,8.0,8.0,7.75,2.0,0.0,0.0,10.25,Credit Card,Taxi Affiliation Service Yellow,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.905857769,-87.630865027,POINT (-87.6308650266 41.9058577688),11721.124692709534,10944.643321189098,12310.41427818028,12343.908715041354,23891801#0,24106450#6,taxi_63,262.83865835072396,,best,veh_passenger,None
147,e8c5b9092f18d90eb3b063d80f9af6107aaa8fea,df706885fc545814bec6f1e82c4afad39e7d9f44e160f18ea7723fa101ac69c18d94ae69c4056292fd0d91ae3a16f168fb5ed8892afe64a9fd937de2bdef6c0d,02/07/2019 11:00:00 PM,02/07/2019 11:15:00 PM,300,0.0,17031081100.0,17031081500.0,8.0,8.0,5.75,0.0,0.0,0.0,5.75,Cash,Blue Ribbon Taxi Association Inc.,41.900221297,-87.629105186,POINT (-87.6291051864 41.9002212967),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),12451.786378970952,11717.032180976123,12685.276812698052,10858.865207103081,153561203#0,56720835#3,taxi_64,269.0001866096328,,best,veh_passenger,None
148,849d0d0d33c64146ab8d1133ec79c7c0c315b218,c54481366d44d8c3011e54e798279f735ed2b51d200a76f81e6fd2f763f5e69d27da4d63c03a7186e16a5ecfda77c50ffc566372fa1a65d78ee5b3b37137e934,02/07/2019 11:30:00 PM,02/07/2019 11:45:00 PM,593,5.65,17031839100.0,17031063400.0,32.0,6.0,16.0,3.0,0.0,0.0,19.5,Credit Card,Chicago Carriage Cab Corp,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.934659157,-87.646729729,POINT (-87.6467297286 41.9346591566),12134.00798140082,9584.547444195487,11018.709505015227,15551.4703150196,134319745#0,23989736#0,taxi_65,276.5858538913411,,best,veh_passenger,None
151,bd767665dec4a5d002213f4c024fab917c72d2dc,7ed122481c0964a5555309bf4696e25bbf7def086d7ecb94b4910b6129501468f748621f8c51a9e0daaaa8ecca9624925356a53e2860cefdbc3caf730404d9a9,02/08/2019 08:30:00 AM,02/08/2019 08:45:00 AM,420,0.0,17031320100.0,17031839100.0,32.0,32.0,6.5,0.0,0.0,0.0,6.5,Cash,Blue Ribbon Taxi Association Inc.,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),13112.436993356852,10020.725180737674,12134.00798140082,9584.547444195487,583081972,134319745#0,taxi_66,283.5698530952573,,best,veh_passenger,None
154,1c5decef659269e760235ac152c25123e3102128,fbada738c92df3c208db98c2e89ab945a51bfddc36fe621ff4ef2e4a74b57357f5416a410a055c153140e71ebaeb4cc60a6ec7ffc63e40ad3ab13cf6c6de11ff,02/08/2019 11:00:00 AM,02/08/2019 11:15:00 AM,363,0.78,17031320100.0,17031839100.0,32.0,32.0,6.0,0.0,0.0,0.0,6.0,Cash,Chicago Carriage Cab Corp,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),13112.436993356852,10020.725180737674,12134.00798140082,9584.547444195487,583081972,134319745#0,taxi_67,285.63128574293427,,best,veh_passenger,None
157,3d4f79638897579b635a3d2439e2220be3d3f871,5597d256ef47ce06b5229692a19e810fa110577e317894bbdcc9224afcee09097054f2209fb1e6f6562c6db6a6fd525f2d6885573316cc51417945d508069732,02/08/2019 01:45:00 PM,02/08/2019 01:45:00 PM,120,0.5,17031839100.0,17031280100.0,32.0,28.0,4.25,0.0,0.0,0.0,4.25,Cash,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),12134.00798140082,9584.547444195487,11302.723054060945,10068.785636899062,134319745#0,145857394#0,taxi_68,285.9201879380706,,best,veh_passenger,None
160,b52e260854094797557696c179f1286bebe2e131,f231bcdb9ecc171d44032640fced8351f4bcf6542b673e9bf964993e988b80417a3881d4cc37f8a590ad556978f3df0633773b1d8fe4cbf42126b4224f430036,02/08/2019 08:45:00 PM,02/08/2019 09:00:00 PM,300,1.0,17031842200.0,17031081500.0,8.0,8.0,6.0,2.0,0.0,0.0,8.0,Credit Card,Star North Management LLC,41.904935302,-87.649907226,POINT (-87.6499072264 41.9049353016),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),10730.275511912012,12253.279845642857,12685.276812698052,10858.865207103081,273622070#14,56720835#3,taxi_69,288.75926537060235,,best,veh_passenger,None
161,9fb0309119c66597e7e2575c2a2ebf6ac41df527,9dcfa7d3af9263f9021b4ca61c44896409f27e7d59245f4efad658794643e4a6b69783f3410c7d7103ee995193114188ea04789a272a074d9a15d786dd5f1112,02/09/2019 02:00:00 PM,02/09/2019 02:00:00 PM,420,0.6,17031081100.0,17031081500.0,8.0,8.0,3030.35,0.0,0.0,35.3,3065.65,Cash,City Service,41.900221297,-87.629105186,POINT (-87.6291051864 41.9002212967),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),12451.786378970952,11717.032180976123,12685.276812698052,10858.865207103081,153561203#0,56720835#3,taxi_70,291.16893325438366,,best,veh_passenger,None
162,cd8ad29d6c2789d1d1e32f71ce19caabd4ada68e,f17ab0698b8c6ca146d267a064142f94caf779355f0f116cda27903309c82fdd188211c3203c610ac5a2eb8855e560a790bed6447d278ff079f52c6eb68b4b90,02/10/2019 12:45:00 AM,02/10/2019 01:00:00 AM,295,1.0,17031081800.0,17031842200.0,8.0,8.0,5.75,0.0,0.0,1.0,7.25,Credit Card,Taxi Affiliation Service Yellow,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.904935302,-87.649907226,POINT (-87.6499072264 41.9049353016),11721.124692709534,10944.643321189098,10730.275511912012,12253.279845642857,23891801#0,273622070#14,taxi_71,293.0677788466606,,best,veh_passenger,None
165,a426975502702c297f985dd91b692388d37ff529,dd410fcc323cc73da8f8c89c5734c0bdfebefca12cea4434140379c082000f1f044ac1a54bc1a628e9a6fa992a8ebad8449058ce3350f40227842ba742bdc0fb,02/11/2019 07:00:00 AM,02/11/2019 07:15:00 AM,420,1.5,17031281900.0,17031081403.0,28.0,8.0,7.25,2.0,0.0,0.0,9.75,Credit Card,Medallion Leasin,41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),11310.927751319367,9397.533141246997,13293.45768353925,10678.380976659246,1031291396#1,220306134#2,taxi_72,301.5539662756761,,best,veh_passenger,None
168,721f98d1f6775332059697989a27ae13d915d073,1ec7f3414307d2d25d1a35fa094f8591797f6bc2f0b1c9f1545bd8bf0e16e0964d65cc941d074552d77735a55d31e138bc56d6405b35783fabdaa78511de423f,02/12/2019 08:00:00 AM,02/12/2019 08:00:00 AM,420,0.0,17031071500.0,17031081700.0,7.0,8.0,7.25,1.0,0.0,0.0,8.25,Credit Card,Blue Ribbon Taxi Association Inc.,41.914616286,-87.631717366,POINT (-87.6317173661 41.9146162864),41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365),12246.883171623864,13316.868306353688,12216.266053279163,10810.601439353079,-294395159#4,965387812#0,taxi_73,309.4412749139301,,best,veh_passenger,None
169,79716233b016223872ca1226099b4b3cfe6bc218,d794a17f83b3d04c0abf4517f718500f9a27bedbac009704877d867541c4a588a17f8cf270a95bd39f8a5e5b7f916b7fa6b3d8c3d562407de00d039fa5de6b3f,02/12/2019 09:15:00 AM,02/12/2019 09:45:00 AM,1680,5.3,17031062000.0,17031320100.0,6.0,32.0,18.5,3.7,0.0,0.0,22.2,Credit Card,Choice Taxi Association,41.942577185,-87.647078509,POINT (-87.6470785093 41.942577185),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),10996.430511697603,16430.8147342233,13112.436993356852,10020.725180737674,24078773#0,633946076,taxi_74,312.2733758411164,,best,veh_passenger,None
